"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"3660",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.9,7332.4,NA
"3661",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,249.55,NA
"3662",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.55,4475.9,NA
"3663",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.15,416.45,NA
"3664",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,788.6,NA
"3665",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,202.3,NA
"3666",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,6994.6,NA
"3667",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4,4116.15,NA
"3668",NA,1,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.55,2263.45,NA
"3669",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.75,1374.35,NA
"3670",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.5,4915.15,NA
"3671",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.25,838.5,NA
"3672",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.1,75.1,NA
"3673",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.15,3715.65,NA
"3674",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.75,4273.45,NA
"3675",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8,45.8,NA
"3676",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5,20.5,NA
"3677",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4,2044.75,NA
"3678",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.55,30.55,NA
"3679",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9,1398.25,NA
"3680",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,20.1,NA
"3681",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.65,328.95,NA
"3682",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,4680.05,NA
"3683",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,69.1,NA
"3684",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5,3778.2,NA
"3685",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.35,3161.4,NA
"3686",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.45,2188.45,NA
"3687",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,999.45,NA
"3688",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,1888.65,NA
"3689",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.05,3990.6,NA
"3690",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.15,71.15,NA
"3691",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.15,1240.25,NA
"3692",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.9,2635,NA
"3693",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.15,235,NA
"3694",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.65,2347.85,NA
"3695",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.75,7156.2,NA
"3696",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.85,3089.6,NA
"3697",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.15,270.8,NA
"3698",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.6,2901.8,NA
"3699",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.25,4949.1,NA
"3700",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.25,2198.9,NA
"3701",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,374.5,NA
"3702",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,761.95,NA
"3703",NA,1,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.15,1520.9,NA
"3704",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,190.25,NA
"3705",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,5163,NA
"3706",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.4,4059.85,NA
"3707",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.3,2281.6,NA
"3708",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,1356.7,NA
"3709",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,231.45,NA
"3710",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.75,50.75,NA
"3711",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45,242.4,NA
"3712",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.75,4264.25,NA
"3713",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.4,2774.55,NA
"3714",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,3605.2,NA
"3715",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.75,4069.9,NA
"3716",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,874.2,NA
"3717",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1145.35,NA
"3718",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.95,1323.7,NA
"3719",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.65,5497.05,NA
"3720",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.25,534.7,NA
"3721",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.55,2455.05,NA
"3722",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.65,38.7,NA
"3723",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.65,947.4,NA
"3724",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45,357,NA
"3725",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8,1476.25,NA
"3726",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.8,70.8,NA
"3727",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.05,1448.6,NA
"3728",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,291.9,NA
"3729",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8,5903.15,NA
"3730",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,1201.65,NA
"3731",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.5,5921.35,NA
"3732",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8,146.65,NA
"3733",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.15,1759.4,NA
"3734",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.05,844.45,NA
"3735",NA,1,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.1,7774.05,NA
"3736",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.05,134.05,NA
"3737",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2,140.95,NA
"3738",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6,249.95,NA
"3739",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,1701.65,NA
"3740",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,592.65,NA
"3741",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.65,135.75,NA
"3742",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9,7732.65,NA
"3743",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.5,4282.4,NA
"3744",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.35,219.65,NA
"3745",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.5,2018.1,NA
"3746",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.25,669,NA
"3747",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.95,68.95,NA
"3748",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.5,224.85,NA
"3749",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.9,3771.5,NA
"3750",NA,1,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.85,196.75,NA
"3751",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2,943.85,NA
"3752",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.45,6572.85,NA
"3753",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.2,3175.85,NA
"3754",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.15,29.15,NA
"3755",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,20.05,NA
"3756",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.05,318.9,NA
"3757",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.45,24.45,NA
"3758",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.5,2762.75,NA
"3759",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.55,49.55,NA
"3760",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.35,631.85,NA
"3761",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.6,232.5,NA
"3762",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.65,5919.35,NA
"3763",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,749.25,NA
"3764",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.35,307.4,NA
"3765",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,245.15,NA
"3766",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.45,134.75,NA
"3767",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8,55.8,NA
"3768",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.9,8240.85,NA
"3769",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.75,4266.4,NA
"3770",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.2,1077.5,NA
"3771",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,1115.6,NA
"3772",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.05,79.05,NA
"3773",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,95,NA
"3774",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2,25.2,NA
"3775",NA,1,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.85,4079.55,NA
"3776",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.4,4187.75,NA
"3777",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.35,2391.15,NA
"3778",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,890.5,NA
"3779",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,137.25,NA
"3780",NA,1,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.4,5154.6,NA
"3781",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.25,3119.9,NA
"3782",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.1,529.5,NA
"3783",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.05,966.55,NA
"3784",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.2,6936.85,NA
"3785",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4,3496.3,NA
"3786",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8,914.3,NA
"3787",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.75,1929,NA
"3788",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,5817.7,NA
"3789",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.75,6110.2,NA
"3790",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.85,178.8,NA
"3791",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,28.3,NA
"3792",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.1,435,NA
"3793",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.25,2351.8,NA
"3794",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.25,186.15,NA
"3795",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.75,445.85,NA
"3796",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.45,912,NA
"3797",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,679.55,NA
"3798",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,3581.6,NA
"3799",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.3,4222.95,NA
"3800",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.25,1994.3,NA
"3801",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.95,5930.05,NA
"3802",NA,1,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.45,1505.85,NA
"3803",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA
"3804",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,5638.3,NA
"3805",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.85,797.25,NA
"3806",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.65,71.65,NA
"3807",NA,1,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.55,1359.45,NA
"3808",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.65,2542.45,NA
"3809",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,54.7,NA
"3810",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.15,989.05,NA
"3811",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.55,44.55,NA
"3812",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.45,87.3,NA
"3813",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65,351.55,NA
"3814",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,7297.75,NA
"3815",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.7,6301.7,NA
"3816",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.25,210.3,NA
"3817",NA,1,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.15,3822.45,NA
"3818",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.25,1048.45,NA
"3819",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.1,6393.65,NA
"3820",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.75,1489.3,NA
"3821",NA,1,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.9,8061.5,NA
"3822",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2,74.2,NA
"3823",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.05,518.75,NA
"3824",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.85,5763.15,NA
"3825",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,238.5,NA
"3826",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.35,1031.7,NA
"3827",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.35,2283.30044084187,NA
"3828",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.45,34.8,NA
"3829",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.35,1319.95,NA
"3830",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,4388.4,NA
"3831",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2,420.2,NA
"3832",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.05,2177.45,NA
"3833",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.65,3950.85,NA
"3834",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.75,827.05,NA
"3835",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,3913.3,NA
"3836",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,533.5,NA
"3837",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.35,3756.45,NA
"3838",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.65,443.9,NA
"3839",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.5,2599.95,NA
"3840",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.05,284.3,NA
"3841",NA,1,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.65,1740.8,NA
"3842",NA,1,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.5,3436.1,NA
"3843",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,2462.55,NA
"3844",NA,1,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.85,70.85,NA
"3845",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.95,3110.1,NA
"3846",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.9,280.85,NA
"3847",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.45,411.75,NA
"3848",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,198.6,NA
"3849",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2,103.7,NA
"3850",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.45,6144.55,NA
"3851",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.25,4089.45,NA
"3852",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.25,864.2,NA
"3853",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.65,19.65,NA
"3854",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.8,3249.4,NA
"3855",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.65,5405.8,NA
"3856",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,3363.8,NA
"3857",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.1,7132.15,NA
"3858",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.65,93.55,NA
"3859",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.95,4138.9,NA
"3860",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.75,5121.75,NA
"3861",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.35,566.1,NA
"3862",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.45,2715.3,NA
"3863",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4,1782.05,NA
"3864",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.55,1742.5,NA
"3865",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.2,2983.8,NA
"3866",NA,0,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,NA
"3867",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,485.9,NA
"3868",NA,0,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,1905.7,NA
"3869",NA,0,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.05,1565.7,NA
"3870",NA,0,NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.25,4858.7,NA
"3871",NA,0,NA,NA,"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.4,3723.65,NA
